,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
0,Level1,Total,X,1.0,34738483.174568966
1,Level2,CA,X,0.42464802336440166,7247829.9278017245
2,Level2,TX,X,0.2827506479793903,3359006.495689655
3,Level2,WI,X,0.2926013286562081,3682786.2726293104
4,Level3,CA_1,X,0.10611272922823035,743429.8356681034
5,Level3,CA_2,X,0.1039188509555559,551774.3884698276
6,Level3,CA_3,X,0.1537413957415857,919023.1185344828
7,Level3,CA_4,X,0.060875047439026504,100336.1864224138
8,Level3,TX_1,X,0.07741063771688403,356994.1804956897
9,Level3,TX_2,X,0.10323980541794121,585371.5070043104
10,Level3,TX_3,X,0.10210020484456679,328600.1594827586
11,Level3,WI_1,X,0.08687353231735423,496574.0576508621
12,Level3,WI_2,X,0.12048768790954119,508736.7462284483
13,Level3,WI_3,X,0.08524010842931402,505532.8814655172
14,Level4,FOODS,X,0.5615466103142372,16278393.89224138
15,Level4,HOBBIES,X,0.13204857685026505,340832.1540948276
16,Level4,HOUSEHOLD,X,0.30640481283549764,2209192.0
17,Level5,FOODS_1,X,0.06670595059929538,221771.44342672414
18,Level5,FOODS_2,X,0.15702323584595204,522283.1707974138
19,Level5,FOODS_3,X,0.337817423868988,9260745.440732758
20,Level5,HOBBIES_1,X,0.12620011063106865,307072.5587284483
21,Level5,HOBBIES_2,X,0.005848466219197915,3741.514547413793
22,Level5,HOUSEHOLD_1,X,0.23509035229794972,1443660.0921336208
23,Level5,HOUSEHOLD_2,X,0.07131446053754831,93651.45851293103
24,Level6,CA,FOODS,0.2320291278687737,3191652.4757543104
25,Level6,CA,HOBBIES,0.059196827489397676,92184.19181034483
26,Level6,CA,HOUSEHOLD,0.1334220680062273,519617.4488146552
27,Level6,TX,FOODS,0.14583227288443998,1716133.1691810344
28,Level6,TX,HOBBIES,0.04433981360701476,31955.459590517243
29,Level6,TX,HOUSEHOLD,0.09257856148793733,210547.35183189655
30,Level6,WI,FOODS,0.1836852095610199,2032199.9714439656
31,Level6,WI,HOBBIES,0.02851193575385537,44532.76670258621
32,Level6,WI,HOUSEHOLD,0.08040418334133403,200087.5010775862
33,Level7,CA,FOODS_1,0.028865400415843866,60305.785560344826
34,Level7,CA,FOODS_2,0.05738876673987837,90328.23653017242
35,Level7,CA,FOODS_3,0.14577496071305118,1802574.2532327587
36,Level7,CA,HOBBIES_1,0.05697498982063587,84605.91540948275
37,Level7,CA,HOBBIES_2,0.002221837668761657,1119.619073275862
38,Level7,CA,HOUSEHOLD_1,0.09864639582186696,316433.359375
39,Level7,CA,HOUSEHOLD_2,0.034775672184360236,29856.90948275862
40,Level7,TX,FOODS_1,0.01773675606963958,18073.139547413793
41,Level7,TX,FOODS_2,0.036998252448633216,59093.84267241379
42,Level7,TX,FOODS_3,0.09109726436616745,1047655.8766163794
43,Level7,TX,HOBBIES_1,0.042183354047067655,28552.191271551725
44,Level7,TX,HOBBIES_2,0.002156459559946982,1002.9644396551724
45,Level7,TX,HOUSEHOLD_1,0.07234140802168534,148841.2963362069
46,Level7,TX,HOUSEHOLD_2,0.02023715346625204,7932.441271551724
47,Level7,WI,FOODS_1,0.020103794113812176,25649.311422413793
48,Level7,WI,FOODS_2,0.0626362166574414,111214.6400862069
49,Level7,WI,FOODS_3,0.10094519878976667,1043685.5921336206
50,Level7,WI,HOBBIES_1,0.02704176676336605,40391.10829741379
51,Level7,WI,HOBBIES_2,0.0014701689904892577,595.4256465517242
52,Level7,WI,HOUSEHOLD_1,0.06410254845439774,145511.56681034484
53,Level7,WI,HOUSEHOLD_2,0.016301634886936298,5919.235991379311
54,Level8,CA_1,FOODS,0.05843697405841674,381347.7165948276
55,Level8,CA_1,HOBBIES,0.01782913495124502,15553.538793103447
56,Level8,CA_1,HOUSEHOLD,0.029846620218568643,35714.565193965514
57,Level8,CA_2,FOODS,0.05687661346764621,188373.8787715517
58,Level8,CA_2,HOBBIES,0.011808386573426014,11374.332435344828
59,Level8,CA_2,HOUSEHOLD,0.03523385091448373,65903.78717672414
60,Level8,CA_3,FOODS,0.0831632254043575,427448.0533405172
61,Level8,CA_3,HOBBIES,0.018573045531684842,14569.07974137931
62,Level8,CA_3,HOUSEHOLD,0.052005124805543326,72567.5942887931
63,Level8,CA_4,FOODS,0.03355231493835329,53765.61584051724
64,Level8,CA_4,HOBBIES,0.010986260433041661,6163.570581896552
65,Level8,CA_4,HOUSEHOLD,0.01633647206763175,4459.925646551724
66,Level8,TX_1,FOODS,0.03955912952403297,179620.13523706896
67,Level8,TX_1,HOBBIES,0.00955680187865542,5125.759159482759
68,Level8,TX_1,HOUSEHOLD,0.02829470631419569,26813.572737068964
69,Level8,TX_2,FOODS,0.05467365662730275,303966.7042025862
70,Level8,TX_2,HOBBIES,0.0148613614415582,8023.305495689655
71,Level8,TX_2,HOUSEHOLD,0.03370478734908026,36633.971443965514
72,Level8,TX_3,FOODS,0.05159948673310448,173712.16594827586
73,Level8,TX_3,HOBBIES,0.019921650286800954,5188.236530172414
74,Level8,TX_3,HOUSEHOLD,0.03057906782466132,22979.40786637931
75,Level8,WI_1,FOODS,0.05282367568608404,215652.12068965516
76,Level8,WI_1,HOBBIES,0.012170643566268366,15814.594827586207
77,Level8,WI_1,HOUSEHOLD,0.021879213065001884,24925.406788793105
78,Level8,WI_2,FOODS,0.07690267538368284,349626.3556034483
