,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
0,Level1,Total,X,1.0,32906571.16817156
1,Level2,CA,X,0.4456418678756157,6904274.4255079
2,Level2,TX,X,0.27812934356885377,3257395.1529345373
3,Level2,WI,X,0.27622878855553057,3449701.6393905194
4,Level3,CA_1,X,0.11457593124384066,726816.9102708803
5,Level3,CA_2,X,0.11237605833950887,506798.95203160273
6,Level3,CA_3,X,0.1545574984060754,891174.4046275395
7,Level3,CA_4,X,0.06413237988618628,95499.19808126411
8,Level3,TX_1,X,0.07944418597983181,349586.95033860044
9,Level3,TX_2,X,0.09705655900337679,575259.3876975169
10,Level3,TX_3,X,0.10162859858564756,314957.98194130923
11,Level3,WI_1,X,0.09119358048938908,463303.848758465
12,Level3,WI_2,X,0.10187076449123518,485143.43848758464
13,Level3,WI_3,X,0.08316444357490833,484835.7878103838
14,Level4,FOODS,X,0.5463023440566861,15604716.439051919
15,Level4,HOBBIES,X,0.14448805304112544,317793.8075620768
16,Level4,HOUSEHOLD,X,0.30920960290218846,2069274.400112867
17,Level5,FOODS_1,X,0.06704810961544724,205555.61230248306
18,Level5,FOODS_2,X,0.15270409355139405,489264.809255079
19,Level5,FOODS_3,X,0.32655014088984163,9005525.53442438
20,Level5,HOBBIES_1,X,0.13632299096438125,287968.6704288939
21,Level5,HOBBIES_2,X,0.008165062076746181,3538.3481941309255
22,Level5,HOUSEHOLD_1,X,0.2399767500182708,1348093.341422122
23,Level5,HOUSEHOLD_2,X,0.06923285288391899,89425.35778781038
24,Level6,CA,FOODS,0.2317905987946915,3066075.6354401805
25,Level6,CA,HOBBIES,0.06817545095067641,87277.80304740406
26,Level6,CA,HOUSEHOLD,0.14567581813024327,493696.55361173814
27,Level6,TX,FOODS,0.14169433581383203,1697357.7319413093
28,Level6,TX,HOBBIES,0.04642693269409981,30150.66139954853
29,Level6,TX,HOUSEHOLD,0.09000807506092454,196061.75733634311
30,Level6,WI,FOODS,0.17281740944815804,1930453.9712189615
31,Level6,WI,HOBBIES,0.029885669396352232,42343.95823927765
32,Level6,WI,HOUSEHOLD,0.07352570971102217,186514.9040632054
33,Level7,CA,FOODS_1,0.028584878466506453,55564.34085778781
34,Level7,CA,FOODS_2,0.05906409558625083,85090.79909706546
35,Level7,CA,FOODS_3,0.1441416247419342,1759196.9187358916
36,Level7,CA,HOBBIES_1,0.06472672567646631,80458.37358916478
37,Level7,CA,HOBBIES_2,0.003448725274209913,1080.630361173815
38,Level7,CA,HOUSEHOLD_1,0.10909407706342389,299798.31659142213
39,Level7,CA,HOUSEHOLD_2,0.036581741066819266,28834.828442437924
40,Level7,TX,FOODS_1,0.017945799865244194,17305.460496613996
41,Level7,TX,FOODS_2,0.036900888320914094,58279.32279909706
42,Level7,TX,FOODS_3,0.08684764762767395,1042806.0513544019
43,Level7,TX,HOBBIES_1,0.043701751371850395,27056.551354401807
44,Level7,TX,HOBBIES_2,0.002725181322249277,962.8515801354401
45,Level7,TX,HOUSEHOLD_1,0.07223808229822921,138273.00733634311
46,Level7,TX,HOUSEHOLD_2,0.017769992762695364,7635.165349887133
47,Level7,WI,FOODS_1,0.020517431283696763,24436.19808126411
48,Level7,WI,FOODS_2,0.05673910964422963,103093.13769751693
49,Level7,WI,FOODS_3,0.09556086852023209,1005810.6534988714
50,Level7,WI,HOBBIES_1,0.027894513916065202,38589.04006772009
51,Level7,WI,HOBBIES_2,0.0019911554802869488,579.3809255079007
52,Level7,WI,HOUSEHOLD_1,0.058644590656617666,135568.65857787812
53,Level7,WI,HOUSEHOLD_2,0.014881119054404444,5620.178893905192
54,Level8,CA_1,FOODS,0.05941202522966455,377525.00338600454
55,Level8,CA_1,HOBBIES,0.02146784027264267,15311.84762979684
56,Level8,CA_1,HOUSEHOLD,0.033696065741533485,33893.81546275395
57,Level8,CA_2,FOODS,0.058007026945309584,168822.49379232505
58,Level8,CA_2,HOBBIES,0.014041830941932055,10988.296275395034
59,Level8,CA_2,HOUSEHOLD,0.040327200452267294,62866.18453724605
60,Level8,CA_3,FOODS,0.07997729160297208,419601.85440180585
61,Level8,CA_3,HOBBIES,0.020364233018566918,13850.092550790068
62,Level8,CA_3,HOUSEHOLD,0.05421597378453629,70205.69582392776
63,Level8,CA_4,FOODS,0.034394255016745624,51903.1269751693
64,Level8,CA_4,HOBBIES,0.012301546717534561,5938.451467268623
65,Level8,CA_4,HOUSEHOLD,0.01743657815190629,4216.459367945824
66,Level8,TX_1,FOODS,0.03991117827430039,179627.07449209932
67,Level8,TX_1,HOBBIES,0.010308073479773498,4760.324492099323
68,Level8,TX_1,HOUSEHOLD,0.02922493422575804,25509.782731376974
69,Level8,TX_2,FOODS,0.050449841103200915,303072.14954853273
70,Level8,TX_2,HOBBIES,0.015316441608593809,8020.022009029345
71,Level8,TX_2,HOUSEHOLD,0.03129027629158207,34594.03893905192
72,Level8,TX_3,FOODS,0.05133331643633091,169833.0033860045
73,Level8,TX_3,HOBBIES,0.020802417605732277,4995.8634311512415
74,Level8,TX_3,HOUSEHOLD,0.029492864543584327,21581.904063205417
75,Level8,WI_1,FOODS,0.05455786135833415,201504.1066591422
76,Level8,WI_1,HOBBIES,0.013282731734154701,15147.140519187358
77,Level8,WI_1,HOUSEHOLD,0.023352987396900234,23420.808126410837
78,Level8,WI_2,FOODS,0.06574756024607682,339205.4542889391
79,Level8,WI_2,HOBBIES,0.008431359568066897,3885.531038374718
80,Level8,WI_2,HOUSEHOLD,0.02769184467709126,31409.7420993228
81,Level8,WI_3,FOODS,0.052511987843747276,309921.5242663657
82,Level8,WI_3,HOBBIES,0.008171578094130492,5476.187358916479
83,Level8,WI_3,HOUSEHOLD,0.022480877637030508,22390.625846501127
84,Level9,CA_1,FOODS_1,0.005353976957032537,5548.513544018058
85,Level9,CA_1,FOODS_2,0.014981100629455534,11328.430586907449
86,Level9,CA_1,FOODS_3,0.039076947643176534,231943.1066591422
87,Level9,CA_1,HOBBIES_1,0.020584673769994007,14560.57223476298
88,Level9,CA_1,HOBBIES_2,0.0008831665026486318,213.43566591422123
89,Level9,CA_1,HOUSEHOLD_1,0.025783076607599417,21659.142776523702
90,Level9,CA_1,HOUSEHOLD_2,0.007912989133934057,2076.158013544018
91,Level9,CA_2,FOODS_1,0.010118867415151275,9464.081828442439
92,Level9,CA_2,FOODS_2,0.013609917753947948,2844.630361173815
93,Level9,CA_2,FOODS_3,0.03427824177621044,92302.08634311512
94,Level9,CA_2,HOBBIES_1,0.013031573051876605,10030.677200902934
95,Level9,CA_2,HOBBIES_2,0.001010257890055412,242.90237020316027
96,Level9,CA_2,HOUSEHOLD_1,0.027794627130567594,34785.14390519187
97,Level9,CA_2,HOUSEHOLD_2,0.012532573321699665,5145.079006772009
98,Level9,CA_3,FOODS_1,0.008877546228200275,7940.573363431151
99,Level9,CA_3,FOODS_2,0.020641250902637347,15722.852144469525
100,Level9,CA_3,FOODS_3,0.05045849447213457,247148.66027088035
101,Level9,CA_3,HOBBIES_1,0.01920134865843137,13237.843115124153
102,Level9,CA_3,HOBBIES_2,0.0011628843601355157,279.69300225733633
103,Level9,CA_3,HOUSEHOLD_1,0.042671719157803836,48254.024830699775
104,Level9,CA_3,HOUSEHOLD_2,0.011544254626732394,3535.193566591422
105,Level9,CA_4,FOODS_1,0.004234487866122241,1565.4700902934537
106,Level9,CA_4,FOODS_2,0.009831826300209883,3711.2460496613994
107,Level9,CA_4,FOODS_3,0.02032794085041343,28327.32731376975
108,Level9,CA_4,HOBBIES_1,0.011909130196164196,5830.741534988713
109,Level9,CA_4,HOBBIES_2,0.00039241652137033366,64.53698475437606
110,Level9,CA_4,HOUSEHOLD_1,0.01284465416745317,2740.883182844244
111,Level9,CA_4,HOUSEHOLD_2,0.004591923984453083,549.073927765237
112,Level9,TX_1,FOODS_1,0.005251001866721256,2357.522573363431
113,Level9,TX_1,FOODS_2,0.0102841345308752,7508.533860045147
114,Level9,TX_1,FOODS_3,0.024376041876703898,110153.3927765237
115,Level9,TX_1,HOBBIES_1,0.009502246079754027,4425.1365688487585
116,Level9,TX_1,HOBBIES_2,0.0008058274000194407,142.21388261851015
117,Level9,TX_1,HOUSEHOLD_1,0.023592275980874124,18483.888261851014
118,Level9,TX_1,HOUSEHOLD_2,0.005632658244883902,1431.3527088036117
119,Level9,TX_2,FOODS_1,0.005117495366938876,4317.288374717833
120,Level9,TX_2,FOODS_2,0.012573877105288601,10140.27934537246
121,Level9,TX_2,FOODS_3,0.03275846863097347,186859.52426636568
122,Level9,TX_2,HOBBIES_1,0.014405975714482148,7084.5575620767495
123,Level9,TX_2,HOBBIES_2,0.0009104658941116221,388.7759593679458
124,Level9,TX_2,HOUSEHOLD_1,0.024925393206255947,24563.399548532732
125,Level9,TX_2,HOUSEHOLD_2,0.0063648830853260995,1639.3098194130926
126,Level9,TX_3,FOODS_1,0.007577302631583972,3148.5287810383747
127,Level9,TX_3,FOODS_2,0.014042876684750157,7986.369638826185
128,Level9,TX_3,FOODS_3,0.029713137119996836,105465.48645598194
129,Level9,TX_3,HOBBIES_1,0.019793529577614044,4647.393340857788
130,Level9,TX_3,HOBBIES_2,0.001008888028118201,271.93623024830697
131,Level9,TX_3,HOUSEHOLD_1,0.023720413111099042,16073.970090293455
132,Level9,TX_3,HOUSEHOLD_2,0.005772451432485269,863.4012415349887
133,Level9,WI_1,FOODS_1,0.006986412073422505,5130.815462753951
134,Level9,WI_1,FOODS_2,0.01722897679841292,9120.943566591422
135,Level9,WI_1,FOODS_3,0.03034247248649883,102478.08803611738
136,Level9,WI_1,HOBBIES_1,0.012443159253021259,13986.657449209932
137,Level9,WI_1,HOBBIES_2,0.0008395724811334152,179.79458239277653
138,Level9,WI_1,HOUSEHOLD_1,0.017518864657692597,15349.751128668171
139,Level9,WI_1,HOUSEHOLD_2,0.005834122739207609,1282.4091422121896
140,Level9,WI_2,FOODS_1,0.00755791358126287,4460.86625282167
141,Level9,WI_2,FOODS_2,0.024998044812568735,30682.365124153497
142,Level9,WI_2,FOODS_3,0.033191601852245366,156113.35835214448
143,Level9,WI_2,HOBBIES_1,0.007864484401992137,3493.8639954853275
144,Level9,WI_2,HOBBIES_2,0.0005668751660747375,149.9548532731377
145,Level9,WI_2,HOUSEHOLD_1,0.023284445376399027,25814.20880361174
146,Level9,WI_2,HOUSEHOLD_2,0.0044073993006922075,626.5852144469526
147,Level9,WI_3,FOODS_1,0.00597310562901129,3098.2330699774266
148,Level9,WI_3,FOODS_2,0.014512088033247847,14462.56151241535
149,Level9,WI_3,FOODS_3,0.0320267941814882,183208.95767494358
150,Level9,WI_3,HOBBIES_1,0.007586870261051683,5114.722911963882
151,Level9,WI_3,HOBBIES_2,0.0005847078330787877,158.01636568848758
152,Level9,WI_3,HOUSEHOLD_1,0.017841280622525938,16463.380361173815
153,Level9,WI_3,HOUSEHOLD_2,0.004639597014504548,824.6044018058691
154,Level10,FOODS_1_001,X,0.00010821909303966822,33.07110609480813
155,Level10,FOODS_1_002,X,0.00026668276499061097,10.719525959367946
156,Level10,FOODS_1_003,X,0.00011456693540942266,25.689051918735892
157,Level10,FOODS_1_004,X,0.0006286810128087687,846.9627465303141
158,Level10,FOODS_1_005,X,0.000358286166586519,68.82787810383748
159,Level10,FOODS_1_006,X,0.00020068477380141,59.1382618510158
160,Level10,FOODS_1_008,X,0.0001255625236375716,7.455931080185553
161,Level10,FOODS_1_009,X,0.00016095877762229132,24.779883381924197
162,Level10,FOODS_1_010,X,0.0002894383733315131,12.354166666666666
163,Level10,FOODS_1_011,X,1.4554783082866766e-06,27.76918735891648
164,Level10,FOODS_1_012,X,0.0030403198955411778,210.91011904761905
165,Level10,FOODS_1_013,X,0.00017520778795131631,102.42832957110609
166,Level10,FOODS_1_014,X,7.940918417269958e-05,38.50400641025641
167,Level10,FOODS_1_015,X,0.0001840874287228804,35.98119658119658
168,Level10,FOODS_1_016,X,8.430766368924419e-05,31.535553047404065
169,Level10,FOODS_1_017,X,0.00013835605565830998,16.522975929978116
170,Level10,FOODS_1_018,X,0.0005596619868116113,530.6309255079007
171,Level10,FOODS_1_019,X,0.00024198244193527528,213.64785553047403
172,Level10,FOODS_1_020,X,1.2108601052132856e-06,25.510158013544018
173,Level10,FOODS_1_021,X,8.231402533419608e-05,213.04965920155794
174,Level10,FOODS_1_022,X,0.00014438283663653062,5.298368298368298
175,Level10,FOODS_1_023,X,0.0011240267585773088,67.1452380952381
176,Level10,FOODS_1_024,X,0.00039826289642378804,37.10948081264108
177,Level10,FOODS_1_025,X,0.00022718304064933505,34.74298642533937
178,Level10,FOODS_1_026,X,0.0002539809647960251,17.35214446952596
179,Level10,FOODS_1_027,X,0.00024511967038969154,163.25903083700442
180,Level10,FOODS_1_028,X,5.851267417515513e-05,53.49738219895288
181,Level10,FOODS_1_029,X,6.528248294521122e-05,10.650292397660818
182,Level10,FOODS_1_030,X,9.896029405334034e-05,16.518058690744923
183,Level10,FOODS_1_031,X,0.00038642949085011265,44.65293453724605
184,Level10,FOODS_1_032,X,0.0005082248941603541,630.211625282167
185,Level10,FOODS_1_033,X,0.00010351630808558222,7.442262372348782
186,Level10,FOODS_1_034,X,0.00037018378443850103,8.427813789039481
187,Level10,FOODS_1_035,X,7.277391541433383e-07,27.020880361173816
188,Level10,FOODS_1_036,X,0.00015783989553310555,47.9068848758465
189,Level10,FOODS_1_037,X,0.0003000731497101288,64.30474040632055
190,Level10,FOODS_1_038,X,0.0004072770772070424,23.7402376910017
191,Level10,FOODS_1_039,X,4.246572005354068e-05,11.905645161290323
192,Level10,FOODS_1_040,X,0.00014314445698347157,45.62471783295711
193,Level10,FOODS_1_041,X,0.000203424497675832,26.69074492099323
194,Level10,FOODS_1_042,X,0.0002889430214702895,216.06539074960128
195,Level10,FOODS_1_043,X,0.0007293658651937766,874.3194444444445
196,Level10,FOODS_1_044,X,6.52763674901344e-05,60.31320541760722
197,Level10,FOODS_1_045,X,0.0002057361396948755,54.25846501128668
198,Level10,FOODS_1_046,X,0.0004309622347196236,556.1828442437924
199,Level10,FOODS_1_047,X,0.00030849413135093027,47.83408577878104
200,Level10,FOODS_1_048,X,0.00024502182310846214,13.477453580901857
201,Level10,FOODS_1_049,X,9.45204736675583e-05,27.479119638826184
202,Level10,FOODS_1_050,X,0.00020845140174899018,8.808891838088918
203,Level10,FOODS_1_051,X,0.00033725205884974573,27.669076305220884
204,Level10,FOODS_1_052,X,7.251706630110677e-05,34.43620414673046
205,Level10,FOODS_1_053,X,0.00014477728348898645,10.972911963882618
206,Level10,FOODS_1_054,X,0.00016891498467725335,48.28781038374718
207,Level10,FOODS_1_055,X,0.00015115570313412515,388.1856659142212
208,Level10,FOODS_1_056,X,8.835609495010886e-05,14.583875162548765
209,Level10,FOODS_1_057,X,0.00011643826466293415,11.067580803134183
210,Level10,FOODS_1_058,X,0.0002295374908539165,232.16932685634976
211,Level10,FOODS_1_059,X,0.0005857291140766196,24.29481834425253
212,Level10,FOODS_1_060,X,6.421227830676514e-05,16.097602739726028
213,Level10,FOODS_1_061,X,0.0003102737287782892,103.67212189616252
214,Level10,FOODS_1_062,X,0.00020368134678905905,18.66704288939052
215,Level10,FOODS_1_063,X,0.00010890402400827368,35.62302483069978
216,Level10,FOODS_1_064,X,0.00013362269342883986,17.114559819413092
217,Level10,FOODS_1_065,X,0.00029658734031633296,24.70823927765237
218,Level10,FOODS_1_066,X,9.190305889467301e-05,44.78837471783296
219,Level10,FOODS_1_067,X,0.000613380144206528,237.3402934537246
220,Level10,FOODS_1_068,X,8.757331670027398e-05,18.19324796274738
221,Level10,FOODS_1_069,X,3.638695770716691e-06,67.07167042889391
222,Level10,FOODS_1_070,X,4.4226971115669094e-05,31.306562193927522
223,Level10,FOODS_1_071,X,0.00030149193528795443,28.077407740774078
224,Level10,FOODS_1_072,X,0.00030998018693460106,14.037426900584796
225,Level10,FOODS_1_073,X,9.788397395981742e-05,19.25846501128668
226,Level10,FOODS_1_074,X,0.0002712326635677761,41.20259593679458
227,Level10,FOODS_1_075,X,0.00011257329705437456,22.91704288939052
228,Level10,FOODS_1_076,X,0.0004797452198675345,17.863431151241535
229,Level10,FOODS_1_077,X,5.6164339425650584e-05,5.699489423778264
230,Level10,FOODS_1_078,X,0.00015535702077191065,16.448039215686276
231,Level10,FOODS_1_079,X,4.430647203166795e-05,4.141482739105829
232,Level10,FOODS_1_080,X,0.00035461689354041807,15.163656884875847
233,Level10,FOODS_1_081,X,0.0003967798985676555,29.60595238095238
234,Level10,FOODS_1_082,X,0.0004376341962084501,453.73921765295887
235,Level10,FOODS_1_083,X,0.0005546717754689142,112.23871331828443
236,Level10,FOODS_1_084,X,6.953272422361142e-05,3.2849887133182842
237,Level10,FOODS_1_085,X,0.0006668108752128334,521.2821670428893
238,Level10,FOODS_1_086,X,0.0002039871195429008,110.22799097065463
239,Level10,FOODS_1_087,X,0.0015491395605159396,95.04464285714286
240,Level10,FOODS_1_088,X,0.0007394319042502466,104.20993227990971
241,Level10,FOODS_1_089,X,5.1076280801724046e-05,7.664688427299703
242,Level10,FOODS_1_090,X,0.0002489601761779437,28.68397291196388
243,Level10,FOODS_1_091,X,0.00015342453696763088,19.954288939051917
244,Level10,FOODS_1_092,X,0.00018159232305153187,70.25381526104418
245,Level10,FOODS_1_093,X,0.00020700815435085716,10.914880952380953
246,Level10,FOODS_1_094,X,0.0003030819536079315,43.79966139954853
247,Level10,FOODS_1_095,X,0.00011503170999526213,24.53668171557562
248,Level10,FOODS_1_096,X,0.006820505892643057,283.7872460496614
249,Level10,FOODS_1_097,X,0.00015821905374786933,86.20414673046253
250,Level10,FOODS_1_098,X,0.0003724403873618531,13.076206604572397
251,Level10,FOODS_1_099,X,0.0005026109063998197,356.29411764705884
252,Level10,FOODS_1_101,X,0.00022260256479678583,20.208803611738148
253,Level10,FOODS_1_102,X,6.69458867261103e-05,19.665349887133182
254,Level10,FOODS_1_103,X,0.00038204776728756047,46.43735891647856
255,Level10,FOODS_1_104,X,0.0009969231402603747,128.7319413092551
256,Level10,FOODS_1_105,X,1.2714031104739499e-05,22.240331491712706
257,Level10,FOODS_1_106,X,0.0004654472858978948,89.3244920993228
258,Level10,FOODS_1_107,X,0.0002953428452081971,10.558757062146892
259,Level10,FOODS_1_108,X,0.00015900183199770416,55.497178329571106
260,Level10,FOODS_1_109,X,0.0,17.160513643659712
261,Level10,FOODS_1_110,X,0.0005333899918015291,385.60389159138293
262,Level10,FOODS_1_111,X,0.00015725281184572943,6.273006134969325
263,Level10,FOODS_1_112,X,0.000134598108513595,54.26693002257336
264,Level10,FOODS_1_113,X,0.0002941472737406758,296.17651349380014
265,Level10,FOODS_1_114,X,0.00015045854125536598,13.195823927765238
266,Level10,FOODS_1_115,X,0.00022287776027524338,38.315483119906865
267,Level10,FOODS_1_116,X,2.183217462430015e-06,41.77821670428894
268,Level10,FOODS_1_117,X,1.2108601052132856e-06,27.066591422121896
269,Level10,FOODS_1_118,X,9.678930750106402e-05,25.81104883907126
270,Level10,FOODS_1_119,X,0.0001298922658319706,12.362866817155757
271,Level10,FOODS_1_120,X,0.00016900671650340584,77.94510076441973
272,Level10,FOODS_1_121,X,8.714523484489556e-05,75.36343115124153
273,Level10,FOODS_1_122,X,0.0001580172437303338,30.048517520215633
274,Level10,FOODS_1_123,X,0.00029117516257333415,40.63882618510158
275,Level10,FOODS_1_124,X,1.2108601052132856e-06,35.27257336343115
276,Level10,FOODS_1_125,X,0.00010817016939905352,11.935233160621761
277,Level10,FOODS_1_126,X,9.726019754198026e-05,7.204379562043796
278,Level10,FOODS_1_127,X,0.00017372784782272233,48.40349887133183
279,Level10,FOODS_1_128,X,0.00020759829576577166,26.525395033860047
280,Level10,FOODS_1_129,X,0.0017583217591466119,66.63882618510158
281,Level10,FOODS_1_130,X,0.00014858721200185454,31.96388261851016
282,Level10,FOODS_1_131,X,8.442997279078091e-05,17.16353887399464
283,Level10,FOODS_1_132,X,8.92978750319414e-05,47.019417475728154
284,Level10,FOODS_1_133,X,0.00016174155587212613,47.964446952595935
285,Level10,FOODS_1_134,X,0.0001555955235199072,36.96373056994819
286,Level10,FOODS_1_135,X,2.910956616573353e-06,24.011851015801355
287,Level10,FOODS_1_136,X,9.06493906039219e-05,9.665914221218962
288,Level10,FOODS_1_137,X,0.0007112274254358844,205.37189616252823
289,Level10,FOODS_1_138,X,2.183217462430015e-06,39.214446952595935
290,Level10,FOODS_1_139,X,0.00015851871104663424,97.20833333333333
291,Level10,FOODS_1_140,X,0.00032441266091593125,15.006207674943566
292,Level10,FOODS_1_141,X,0.00017427212332456063,12.190180586907449
293,Level10,FOODS_1_142,X,0.00010824355485997553,65.92437923250564
294,Level10,FOODS_1_143,X,0.00012292064704437898,43.370767494356656
295,Level10,FOODS_1_144,X,0.0003756357126394992,21.91309255079007
296,Level10,FOODS_1_145,X,9.858725129365344e-05,59.0415003990423
297,Level10,FOODS_1_146,X,0.00017260260408858476,18.493227990970656
298,Level10,FOODS_1_147,X,0.00021570127374257773,12.009345794392523
299,Level10,FOODS_1_148,X,0.00015038821352198237,9.91304347826087
300,Level10,FOODS_1_149,X,5.663522946656686e-05,40.54260450160772
301,Level10,FOODS_1_150,X,0.0007297450234085401,83.75902934537245
302,Level10,FOODS_1_151,X,0.00020635991611271266,11.096713615023473
303,Level10,FOODS_1_152,X,0.00027699342225015434,33.66591422121896
