,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
0,Level1,Total,X,1.0,32533330.36927711
1,Level2,CA,X,0.46059721908960977,6691789.989759036
2,Level2,TX,X,0.28769947828581793,3281304.8777108435
3,Level2,WI,X,0.25170330262457224,3452169.4126506024
4,Level3,CA_1,X,0.12099708057569708,719633.415060241
5,Level3,CA_2,X,0.10345873266538873,457616.7060240964
6,Level3,CA_3,X,0.17205204033841792,879606.7421686747
7,Level3,CA_4,X,0.06408936551010151,95260.93855421686
8,Level3,TX_1,X,0.08481951553428665,353751.36626506026
9,Level3,TX_2,X,0.10111835747848394,583797.5795180723
10,Level3,TX_3,X,0.10176160527304932,311834.4355421687
11,Level3,WI_1,X,0.08362527235147812,455597.2271084337
12,Level3,WI_2,X,0.09545899042143668,482937.0451807229
13,Level3,WI_3,X,0.07261903985165992,493753.7704819277
14,Level4,FOODS,X,0.5425666094076909,15556940.210843373
15,Level4,HOBBIES,X,0.13481665245183624,314727.03554216865
16,Level4,HOUSEHOLD,X,0.3226167381404729,1996233.0253012048
17,Level5,FOODS_1,X,0.06698050762020095,207372.14939759037
18,Level5,FOODS_2,X,0.13250551485697948,468279.6475903614
19,Level5,FOODS_3,X,0.3430805869305084,9018010.178915663
20,Level5,HOBBIES_1,X,0.12872333235416725,286313.04578313255
21,Level5,HOBBIES_2,X,0.006093320097670689,3227.7957831325302
22,Level5,HOUSEHOLD_1,X,0.243185205823524,1298491.6542168674
23,Level5,HOUSEHOLD_2,X,0.0794315323169492,87387.15180722892
24,Level6,CA,FOODS,0.2412996214699093,2999965.1246987954
25,Level6,CA,HOBBIES,0.0634952347338775,85332.08493975904
26,Level6,CA,HOUSEHOLD,0.15580236288581847,469766.94036144577
27,Level6,TX,FOODS,0.15027810175061204,1722574.3626506024
28,Level6,TX,HOBBIES,0.04382286898284027,29975.068674698796
29,Level6,TX,HOUSEHOLD,0.09359850755236773,193226.45963855422
30,Level6,WI,FOODS,0.1509888861871657,1942137.3536144579
31,Level6,WI,HOBBIES,0.027498548735121406,42342.88192771084
32,Level6,WI,HOUSEHOLD,0.07321586770228763,179687.0156626506
33,Level7,CA,FOODS_1,0.03072733251606352,55461.62951807229
34,Level7,CA,FOODS_2,0.05267295813717134,79248.86084337349
35,Level7,CA,FOODS_3,0.1578993308166743,1732105.6969879519
36,Level7,CA,HOBBIES_1,0.06075754399230266,79029.9343373494
37,Level7,CA,HOBBIES_2,0.0027376907415746824,991.0361445783133
38,Level7,CA,HOUSEHOLD_1,0.11270217929160203,283819.32289156626
39,Level7,CA,HOUSEHOLD_2,0.04310018359421634,27956.701807228917
40,Level7,TX,FOODS_1,0.01729416327967982,17538.698192771084
41,Level7,TX,FOODS_2,0.03562837363692683,58270.55
42,Level7,TX,FOODS_3,0.09735556483400554,1060703.0759036145
43,Level7,TX,HOBBIES_1,0.04191351536294988,27031.648192771085
44,Level7,TX,HOBBIES_2,0.0019093536198902853,899.8939759036144
45,Level7,TX,HOUSEHOLD_1,0.07262519950673278,136281.906626506
46,Level7,TX,HOUSEHOLD_2,0.02097330804563503,7639.907228915663
47,Level7,WI,FOODS_1,0.0189590118244579,24777.568674698796
48,Level7,WI,FOODS_2,0.04420418308288194,98291.95361445783
49,Level7,WI,FOODS_3,0.08782569127982624,1020469.9337349398
50,Level7,WI,HOBBIES_1,0.026052272998915646,38674.23915662651
51,Level7,WI,HOBBIES_2,0.0014462757362057026,554.6512048192772
52,Level7,WI,HOUSEHOLD_1,0.05785782702518943,130453.63554216867
53,Level7,WI,HOUSEHOLD_2,0.015358040677098212,5491.896987951807
54,Level8,CA_1,FOODS,0.06526606139035646,376763.44036144577
55,Level8,CA_1,HOBBIES,0.019743593438743753,15517.022891566265
56,Level8,CA_1,HOUSEHOLD,0.035987425746596864,32268.102409638555
57,Level8,CA_2,FOODS,0.052990853900253945,148114.6746987952
58,Level8,CA_2,HOBBIES,0.012424439672927211,10546.417469879518
59,Level8,CA_2,HOUSEHOLD,0.038043439092207615,59377.92108433735
60,Level8,CA_3,FOODS,0.08782641524699276,420963.2234939759
61,Level8,CA_3,HOBBIES,0.020102909618404975,13370.673493975904
62,Level8,CA_3,HOUSEHOLD,0.06412271547302,67319.0813253012
63,Level8,CA_4,FOODS,0.035216290932306285,52082.034337349396
64,Level8,CA_4,HOBBIES,0.011224292003801362,5700.189156626506
65,Level8,CA_4,HOUSEHOLD,0.01764878257399405,4170.946385542169
66,Level8,TX_1,FOODS,0.044451242812626815,183058.46204819277
67,Level8,TX_1,HOBBIES,0.010475404344489602,4643.35
68,Level8,TX_1,HOUSEHOLD,0.02989286837717025,25430.348192771085
69,Level8,TX_2,FOODS,0.05309396581407453,309349.4078313253
70,Level8,TX_2,HOBBIES,0.015648713494471184,8025.45
71,Level8,TX_2,HOUSEHOLD,0.03237567816993824,34446.0156626506
72,Level8,TX_3,FOODS,0.05273289312391081,170119.343373494
73,Level8,TX_3,HOBBIES,0.017698751143879275,4959.456626506024
74,Level8,TX_3,HOUSEHOLD,0.031329961005259165,20628.230722891567
75,Level8,WI_1,FOODS,0.04832855282087736,199744.60361445782
76,Level8,WI_1,HOBBIES,0.012290434537228749,14900.08313253012
77,Level8,WI_1,HOUSEHOLD,0.023006284993372126,22562.57168674699
78,Level8,WI_2,FOODS,0.05927777587340772,336718.48975903617
79,Level8,WI_2,HOBBIES,0.007889242304538354,3887.3150602409637
80,Level8,WI_2,HOUSEHOLD,0.02829197224349051,29897.748795180723
81,Level8,WI_3,FOODS,0.04338255749288083,317403.66506024095
82,Level8,WI_3,HOBBIES,0.0073188718933541695,5490.671686746988
83,Level8,WI_3,HOUSEHOLD,0.021917610465424904,21838.67108433735
84,Level9,CA_1,FOODS_1,0.00681900816978848,5676.221686746988
85,Level9,CA_1,FOODS_2,0.014473041256316363,11152.669277108434
86,Level9,CA_1,FOODS_3,0.04397401196425168,231685.62289156628
87,Level9,CA_1,HOBBIES_1,0.019036010479946942,14787.218674698795
88,Level9,CA_1,HOBBIES_2,0.0007075829587967817,198.48855421686747
89,Level9,CA_1,HOUSEHOLD_1,0.026415369236651304,20357.978313253014
90,Level9,CA_1,HOUSEHOLD_2,0.009572056509945553,2051.653012048193
91,Level9,CA_2,FOODS_1,0.00972130352816289,9197.233734939759
92,Level9,CA_2,FOODS_2,0.010889614444431499,1625.6349397590361
93,Level9,CA_2,FOODS_3,0.032379935927659594,82878.36385542169
94,Level9,CA_2,HOBBIES_1,0.01167788710443543,9710.02108433735
95,Level9,CA_2,HOBBIES_2,0.0007465525684917511,221.21927710843374
96,Level9,CA_2,HOUSEHOLD_1,0.02502115682778821,32960.181927710844
97,Level9,CA_2,HOUSEHOLD_2,0.013022282264419411,4865.6174698795185
98,Level9,CA_3,FOODS_1,0.0093945035623472,7986.034939759036
99,Level9,CA_3,FOODS_2,0.018529022800779196,15445.600602409639
100,Level9,CA_3,FOODS_3,0.05990288888386645,249082.55903614458
101,Level9,CA_3,HOBBIES_1,0.01911884834602536,12834.374096385542
102,Level9,CA_3,HOBBIES_2,0.0009840612723795933,275.34518072289154
103,Level9,CA_3,HOUSEHOLD_1,0.04869485053637016,46010.152409638555
104,Level9,CA_3,HOUSEHOLD_2,0.015427864936649813,3497.1481927710843
105,Level9,CA_4,FOODS_1,0.00479251725576483,1521.0873493975903
106,Level9,CA_4,FOODS_2,0.008781279635644177,3633.1897590361446
107,Level9,CA_4,FOODS_3,0.021642494040897218,28632.13313253012
108,Level9,CA_4,HOBBIES_1,0.010924798061894796,5610.795180722892
109,Level9,CA_4,HOBBIES_2,0.00029949394190654214,59.19891500904159
110,Level9,CA_4,HOUSEHOLD_1,0.012570802690792525,2679.9006024096384
111,Level9,CA_4,HOUSEHOLD_2,0.0050779798832014875,546.955421686747
112,Level9,TX_1,FOODS_1,0.005358437049121813,2374.6602409638554
113,Level9,TX_1,FOODS_2,0.010527025577128002,7528.76265060241
114,Level9,TX_1,FOODS_3,0.028565780186376993,112790.02469879518
115,Level9,TX_1,HOBBIES_1,0.009853154564832994,4333.046987951807
116,Level9,TX_1,HOBBIES_2,0.0006222497796565868,130.60301204819277
117,Level9,TX_1,HOUSEHOLD_1,0.023035804457880636,18433.603012048192
118,Level9,TX_1,HOUSEHOLD_2,0.0068570639192896046,1455.1560240963856
119,Level9,TX_2,FOODS_1,0.005982796421628493,4428.963855421687
120,Level9,TX_2,FOODS_2,0.011569980391675668,10184.843373493975
121,Level9,TX_2,FOODS_3,0.03554118900077039,190681.34518072288
122,Level9,TX_2,HOBBIES_1,0.014966418946168531,7113.443373493976
