,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
0,Level1,Total,X,1.0,31566825.21885813
1,Level2,CA,X,0.44631973416531484,6433249.198961938
2,Level2,TX,X,0.2806179275163722,3239822.6461937716
3,Level2,WI,X,0.27306233831831306,3206045.4238754325
4,Level3,CA_1,X,0.11562893652171238,683858.6972318339
5,Level3,CA_2,X,0.09088463078670435,461134.70242214535
6,Level3,CA_3,X,0.1740366248259349,816893.9480968858
7,Level3,CA_4,X,0.06576954203095921,93371.33910034603
8,Level3,TX_1,X,0.08350668214531894,347618.696366782
9,Level3,TX_2,X,0.10030655684637348,578275.8235294118
10,Level3,TX_3,X,0.09680468852468166,291163.5605536332
11,Level3,WI_1,X,0.08457848695244495,359858.8261245675
12,Level3,WI_2,X,0.10624335483042785,406735.8243944637
13,Level3,WI_3,X,0.08224049653544233,551922.5553633218
14,Level4,FOODS,X,0.5826964179570999,15501520.939446367
15,Level4,HOBBIES,X,0.11221372749014082,311281.2326989619
16,Level4,HOUSEHOLD,X,0.3050898545527592,1801042.6124567473
17,Level5,FOODS_1,X,0.06521878828385101,206410.13667820068
18,Level5,FOODS_2,X,0.12145840716855091,437519.0916955017
19,Level5,FOODS_3,X,0.3960192225046959,9092865.66782007
20,Level5,HOBBIES_1,X,0.10609769131809456,288823.0017301038
21,Level5,HOBBIES_2,X,0.006116036172047494,2497.0181660899652
22,Level5,HOUSEHOLD_1,X,0.22424834934685375,1169837.7223183392
23,Level5,HOUSEHOLD_2,X,0.0808415052059063,80743.92647058824
24,Level6,CA,FOODS,0.2504554330627352,2976605.5830449825
25,Level6,CA,HOBBIES,0.053014876807974835,84550.39619377162
26,Level6,CA,HOUSEHOLD,0.14284942429460049,417480.1314878893
27,Level6,TX,FOODS,0.16158970595211833,1730256.5648788926
28,Level6,TX,HOBBIES,0.030724190928803054,28854.967993079586
29,Level6,TX,HOUSEHOLD,0.0883040306354529,181716.13235294117
30,Level6,WI,FOODS,0.17065127894224208,1835584.9662629757
31,Level6,WI,HOBBIES,0.028474659753364998,42358.53806228374
32,Level6,WI,HOUSEHOLD,0.07393639962270816,152356.26557093425
33,Level7,CA,FOODS_1,0.030652663788604897,54695.95328719723
34,Level7,CA,FOODS_2,0.042978766154215524,77300.7525951557
35,Level7,CA,FOODS_3,0.17682400311991484,1730578.6574394463
36,Level7,CA,HOBBIES_1,0.050609130079281764,79421.47923875433
37,Level7,CA,HOBBIES_2,0.002405746728692908,754.773356401384
38,Level7,CA,HOUSEHOLD_1,0.10070729719849403,246080.9480968858
39,Level7,CA,HOUSEHOLD_2,0.04214212709610635,26971.987889273358
40,Level7,TX,FOODS_1,0.018176994527589554,17317.881487889274
41,Level7,TX,FOODS_2,0.03689562095534179,60540.06660899654
42,Level7,TX,FOODS_3,0.10651709046918706,1060605.6842560554
43,Level7,TX,HOBBIES_1,0.028731173763684642,26498.629757785468
44,Level7,TX,HOBBIES_2,0.001993017165118343,800.2967128027682
45,Level7,TX,HOUSEHOLD_1,0.06783574326832124,129095.69031141869
46,Level7,TX,HOUSEHOLD_2,0.020468287367131594,7243.632352941177
47,Level7,WI,FOODS_1,0.016389129967656752,24513.16868512111
48,Level7,WI,FOODS_2,0.04158402005899389,82460.64792387543
49,Level7,WI,FOODS_3,0.11267812891559172,992197.9697231834
50,Level7,WI,HOBBIES_1,0.0267573874751287,39390.91003460208
51,Level7,WI,HOBBIES_2,0.0017172722782362205,476.7923875432526
52,Level7,WI,HOUSEHOLD_1,0.05570530888003962,111839.43512110726
53,Level7,WI,HOUSEHOLD_2,0.01823109074266843,4478.553633217993
54,Level8,CA_1,FOODS,0.06881825862372075,369189.3598615917
55,Level8,CA_1,HOBBIES,0.015089118526104898,16112.1392733564
56,Level8,CA_1,HOUSEHOLD,0.031721559371886726,26611.523356401383
57,Level8,CA_2,FOODS,0.04268501826462361,148921.12629757787
58,Level8,CA_2,HOBBIES,0.010652325425639693,11700.680795847751
59,Level8,CA_2,HOUSEHOLD,0.037547287096441125,58582.03719723183
60,Level8,CA_3,FOODS,0.10068616172214868,409627.5259515571
61,Level8,CA_3,HOBBIES,0.017279502459933663,12036.7223183391
62,Level8,CA_3,HOUSEHOLD,0.056070960643852405,57075.39532871972
63,Level8,CA_4,FOODS,0.03826599445224277,52827.34083044983
64,Level8,CA_4,HOBBIES,0.009993930396296292,5416.402249134948
65,Level8,CA_4,HOUSEHOLD,0.017509617182420244,3518.1150519031144
66,Level8,TX_1,FOODS,0.04797699759727412,183239.07785467128
67,Level8,TX_1,HOBBIES,0.007579504831962679,4682.1254325259515
68,Level8,TX_1,HOUSEHOLD,0.02795017971608209,23798.882352941175
69,Level8,TX_2,FOODS,0.05854763104065094,310148.60467128025
70,Level8,TX_2,HOBBIES,0.011337063930368403,8230.179065743945
71,Level8,TX_2,HOUSEHOLD,0.030421861875354055,33007.669550173014
72,Level8,TX_3,FOODS,0.05506507731419333,163535.2525951557
73,Level8,TX_3,HOBBIES,0.011807622166471802,4287.435121107266
74,Level8,TX_3,HOUSEHOLD,0.029931989044016494,18075.651384083045
75,Level8,WI_1,FOODS,0.048658603628367256,154685.1998269896
76,Level8,WI_1,HOBBIES,0.012879918820794617,14126.194636678201
77,Level8,WI_1,HOUSEHOLD,0.023039964503283203,17764.699826989618
78,Level8,WI_2,FOODS,0.07044049276810191,283111.15138408303
79,Level8,WI_2,HOBBIES,0.008023838194132445,3895.69723183391
80,Level8,WI_2,HOUSEHOLD,0.027779023868193333,24059.484429065746
81,Level8,WI_3,FOODS,0.05155218254577317,365614.49394463666
82,Level8,WI_3,HOBBIES,0.007570902738437759,5662.7967128027685
83,Level8,WI_3,HOUSEHOLD,0.023117411251231394,21287.482698961936
84,Level9,CA_1,FOODS_1,0.006636134932173918,4945.732698961938
85,Level9,CA_1,FOODS_2,0.012401818927675435,10705.03633217993
86,Level9,CA_1,FOODS_3,0.04978030476387148,231623.7794117647
87,Level9,CA_1,HOBBIES_1,0.014526947645133292,15431.307093425605
88,Level9,CA_1,HOBBIES_2,0.0005621708809715827,147.2058823529412
89,Level9,CA_1,HOUSEHOLD_1,0.02251007414683699,16261.460207612457
90,Level9,CA_1,HOUSEHOLD_2,0.009211485225049748,1861.8953287197232
91,Level9,CA_2,FOODS_1,0.009705397482300473,9938.438581314878
92,Level9,CA_2,FOODS_2,0.004111793728355233,1200.1306228373703
93,Level9,CA_2,FOODS_3,0.028867827053967877,83456.73875432526
94,Level9,CA_2,HOBBIES_1,0.009912834909569878,10890.716262975779
95,Level9,CA_2,HOBBIES_2,0.0007394905160697985,197.38148788927336
96,Level9,CA_2,HOUSEHOLD_1,0.02481078533695372,32768.21626297578
97,Level9,CA_2,HOUSEHOLD_2,0.012736501759487425,4719.836505190311
98,Level9,CA_3,FOODS_1,0.009587179741197676,7706.020761245674
99,Level9,CA_3,FOODS_2,0.018376879833009153,15476.576124567475
100,Level9,CA_3,FOODS_3,0.07272210214794192,241957.89619377162
101,Level9,CA_3,HOBBIES_1,0.016444520333870068,11564.121972318339
102,Level9,CA_3,HOBBIES_2,0.0008349821260635753,198.6332179930796
103,Level9,CA_3,HOUSEHOLD_1,0.040970595909505685,37534.21972318339
104,Level9,CA_3,HOUSEHOLD_2,0.015100364734346708,3463.5181660899652
105,Level9,CA_4,FOODS_1,0.00472395163293269,1330.2456747404844
106,Level9,CA_4,FOODS_2,0.008088273665175541,3586.862456747405
107,Level9,CA_4,FOODS_3,0.025453769154134477,29592.26384083045
108,Level9,CA_4,HOBBIES_1,0.00972482719070834,5355.821799307959
109,Level9,CA_4,HOBBIES_2,0.0002691032055879421,40.47099567099567
110,Level9,CA_4,HOUSEHOLD_1,0.01241584180519783,2283.560553633218
111,Level9,CA_4,HOUSEHOLD_2,0.005093775377222382,399.0216262975779
112,Level9,TX_1,FOODS_1,0.0046155847888754604,2174.8131487889273
113,Level9,TX_1,FOODS_2,0.0114140188311199,7625.912629757786
114,Level9,TX_1,FOODS_3,0.03194739397727877,113711.21193771626
115,Level9,TX_1,HOBBIES_1,0.007108615209450161,4447.243079584775
116,Level9,TX_1,HOBBIES_2,0.00047088962251250866,107.87024221453287
117,Level9,TX_1,HOUSEHOLD_1,0.02148762498500042,17232.56055363322
118,Level9,TX_1,HOUSEHOLD_2,0.006462554731081675,1513.515570934256
119,Level9,TX_2,FOODS_1,0.006440093709099936,4784.92214532872
120,Level9,TX_2,FOODS_2,0.012246614975037878,10804.026816608997
121,Level9,TX_2,FOODS_3,0.03986092235651318,188595.5276816609
122,Level9,TX_2,HOBBIES_1,0.01062688541425394,7382.381487889274
123,Level9,TX_2,HOBBIES_2,0.0007101785161144485,390.89965397923874
124,Level9,TX_2,HOUSEHOLD_1,0.02291880614383427,23858.361591695502
125,Level9,TX_2,HOUSEHOLD_2,0.007503055731519805,1538.7110726643598
