,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
0,Level1,Total,X,1.0,31038565.29881657
1,Level2,CA,X,0.4569381354368229,6357193.690088757
2,Level2,TX,X,0.274501958914439,3175579.446005917
3,Level2,WI,X,0.2685599056487381,3162659.303254438
4,Level3,CA_1,X,0.1252739291816548,689451.6412721893
5,Level3,CA_2,X,0.07746329593158434,446257.7721893491
6,Level3,CA_3,X,0.1835876009289748,812745.4149408285
7,Level3,CA_4,X,0.07061330939460457,91082.15014792899
8,Level3,TX_1,X,0.08082880282144249,346859.60576923075
9,Level3,TX_2,X,0.09730176165975374,560587.87352071
10,Level3,TX_3,X,0.09637139443324495,289512.19600591715
11,Level3,WI_1,X,0.0889975452620598,374340.5806213018
12,Level3,WI_2,X,0.10657980362731778,429515.91715976334
13,Level3,WI_3,X,0.07298255675936272,510735.1723372781
14,Level4,FOODS,X,0.5804512075900339,15216898.309911242
15,Level4,HOBBIES,X,0.11574651957368386,295704.1079881657
16,Level4,HOUSEHOLD,X,0.3038022728362823,1797483.4415680473
17,Level5,FOODS_1,X,0.06704402079372207,198465.17899408285
18,Level5,FOODS_2,X,0.13541487437673286,424532.9482248521
19,Level5,FOODS_3,X,0.37799231241957626,8972781.046597634
20,Level5,HOBBIES_1,X,0.1084488829822658,273829.25
21,Level5,HOBBIES_2,X,0.007297636591419578,2518.6863905325445
22,Level5,HOUSEHOLD_1,X,0.22849484029617922,1164821.2337278107
23,Level5,HOUSEHOLD_2,X,0.07530743254010412,81111.27440828402
24,Level6,CA,FOODS,0.2569557702462268,2936210.2204142013
25,Level6,CA,HOBBIES,0.05447939776728847,79835.1974852071
26,Level6,CA,HOUSEHOLD,0.1455029674233029,419924.76923076925
27,Level6,TX,FOODS,0.1569483941735138,1698922.6346153845
28,Level6,TX,HOBBIES,0.032032954964053506,28123.829881656806
29,Level6,TX,HOUSEHOLD,0.08552060977687417,178845.5525147929
30,Level6,WI,FOODS,0.1665470431702883,1819145.4874260356
31,Level6,WI,HOBBIES,0.02923416684234439,40742.71819526627
32,Level6,WI,HOUSEHOLD,0.07277869563610763,154208.1124260355
33,Level7,CA,FOODS_1,0.03225683127833906,53141.28032544379
34,Level7,CA,FOODS_2,0.050254365978572184,74404.94822485207
35,Level7,CA,FOODS_3,0.17444457298931584,1717046.6531065088
36,Level7,CA,HOBBIES_1,0.051542253686289494,74901.66568047338
37,Level7,CA,HOBBIES_2,0.002937144080998794,796.7551775147929
38,Level7,CA,HOUSEHOLD_1,0.10537880282673642,248923.64866863904
39,Level7,CA,HOUSEHOLD_2,0.04012416459656637,26657.50517751479
40,Level7,TX,FOODS_1,0.017373000519144293,16624.19230769231
41,Level7,TX,FOODS_2,0.03719948492697637,57507.04215976331
42,Level7,TX,FOODS_3,0.10237590872739333,1050401.499260355
43,Level7,TX,HOBBIES_1,0.029413860176661644,25909.849852071005
44,Level7,TX,HOBBIES_2,0.0026190947873917622,779.4918639053254
45,Level7,TX,HOUSEHOLD_1,0.06610059356407295,126767.66863905326
46,Level7,TX,HOUSEHOLD_2,0.019420016212801167,7196.991863905326
47,Level7,WI,FOODS_1,0.017414188996239005,23759.790680473372
48,Level7,WI,FOODS_2,0.04796102347118499,83682.05843195267
49,Level7,WI,FOODS_3,0.10117183070286472,981096.6102071006
50,Level7,WI,HOBBIES_1,0.02749276911931531,37773.672337278105
51,Level7,WI,HOBBIES_2,0.0017413977230289921,474.78402366863907
52,Level7,WI,HOUSEHOLD_1,0.05701544390537084,112490.34393491125
53,Level7,WI,HOUSEHOLD_2,0.015763251730736727,4701.173816568047
54,Level8,CA_1,FOODS,0.07448790162603408,372517.7270710059
55,Level8,CA_1,HOBBIES,0.015995965964553157,15194.295857988165
56,Level8,CA_1,HOUSEHOLD,0.03479006159106747,28034.01627218935
57,Level8,CA_2,FOODS,0.038364283676794834,144897.6220414201
58,Level8,CA_2,HOBBIES,0.009406120660637776,10948.636094674555
59,Level8,CA_2,HOUSEHOLD,0.029692891594151845,57081.52440828402
60,Level8,CA_3,FOODS,0.10210434536845078,403935.2093195266
61,Level8,CA_3,HOBBIES,0.018602275382769626,11933.10724852071
62,Level8,CA_3,HOUSEHOLD,0.06288098017775423,57914.78180473373
63,Level8,CA_4,FOODS,0.04199923957494768,51521.17825443787
64,Level8,CA_4,HOBBIES,0.01047503575932759,5383.470414201183
65,Level8,CA_4,HOUSEHOLD,0.018139034060329413,3686.908284023669
66,Level8,TX_1,FOODS,0.04544194838861469,183650.58431952662
67,Level8,TX_1,HOBBIES,0.008401741234927968,4519.014053254438
68,Level8,TX_1,HOUSEHOLD,0.026985113197899833,23614.025147928995
69,Level8,TX_2,FOODS,0.056687838673311695,302587.9082840237
70,Level8,TX_2,HOBBIES,0.011886293676594667,7847.717455621302
71,Level8,TX_2,HOUSEHOLD,0.028727629309847364,32364.47855029586
72,Level8,TX_3,FOODS,0.054818607111587585,162065.5650887574
73,Level8,TX_3,HOBBIES,0.011744920052530682,4484.167899408284
74,Level8,TX_3,HOUSEHOLD,0.029807867269126674,18488.47781065089
75,Level8,WI_1,FOODS,0.05297020140741764,163699.0880177515
76,Level8,WI_1,HOBBIES,0.013679636925162676,13871.796597633136
77,Level8,WI_1,HOUSEHOLD,0.022347706929479537,18185.031804733728
78,Level8,WI_2,FOODS,0.06825556356795538,304818.02662721893
79,Level8,WI_2,HOBBIES,0.008432960168201472,3829.0281065088757
80,Level8,WI_2,HOUSEHOLD,0.02989127989116077,25589.98224852071
81,Level8,WI_3,FOODS,0.045321278194915555,336736.68934911245
82,Level8,WI_3,HOBBIES,0.007121569748980064,5601.797337278106
83,Level8,WI_3,HOUSEHOLD,0.020539708815467076,20491.17973372781
84,Level9,CA_1,FOODS_1,0.007256219804160966,5016.8113905325445
85,Level9,CA_1,FOODS_2,0.015512080770921229,10552.85798816568
86,Level9,CA_1,FOODS_3,0.051719601050952003,234394.4378698225
87,Level9,CA_1,HOBBIES_1,0.015153782711618506,14562.73224852071
88,Level9,CA_1,HOBBIES_2,0.0008421832529346251,159.64792899408283
89,Level9,CA_1,HOUSEHOLD_1,0.025384364462327856,17245.46597633136
90,Level9,CA_1,HOUSEHOLD_2,0.00940569712873962,1933.2440828402366
91,Level9,CA_2,FOODS_1,0.009538610041369534,9610.903106508877
92,Level9,CA_2,FOODS_2,0.003829423216260996,1183.3121301775147
93,Level9,CA_2,FOODS_3,0.02499625041916426,81496.84171597633
94,Level9,CA_2,HOBBIES_1,0.008750000264707434,10174.208579881657
95,Level9,CA_2,HOBBIES_2,0.0006561203959303237,199.62426035502958
96,Level9,CA_2,HOUSEHOLD_1,0.01920771092232649,32063.811390532544
97,Level9,CA_2,HOUSEHOLD_2,0.010485180671825363,4554.51775147929
98,Level9,CA_3,FOODS_1,0.010328679017774466,7530.792159763314
99,Level9,CA_3,FOODS_2,0.021163329755900562,14779.750739644971
100,Level9,CA_3,FOODS_3,0.07061233659477584,240804.6102071006
101,Level9,CA_3,HOBBIES_1,0.017475574650726484,11523.825443786982
102,Level9,CA_3,HOBBIES_2,0.00112670073204312,217.94452662721895
103,Level9,CA_3,HOUSEHOLD_1,0.04815289334757385,38274.59023668639
104,Level9,CA_3,HOUSEHOLD_2,0.014728086830180346,3463.925295857988
105,Level9,CA_4,FOODS_1,0.0051333224150339396,1337.2973372781064
106,Level9,CA_4,FOODS_2,0.009749532235489237,3510.289201183432
107,Level9,CA_4,FOODS_3,0.027116384924424475,28888.565088757397
108,Level9,CA_4,HOBBIES_1,0.01016289605923686,5320.53550295858
109,Level9,CA_4,HOBBIES_2,0.0003121397000907097,45.28127313101406
110,Level9,CA_4,HOUSEHOLD_1,0.012633834094508406,2438.713017751479
111,Level9,CA_4,HOUSEHOLD_2,0.0055051999658209776,404.56804733727813
112,Level9,TX_1,FOODS_1,0.004455605201141119,2188.3957100591715
113,Level9,TX_1,FOODS_2,0.01126341722582583,7456.525147928994
114,Level9,TX_1,FOODS_3,0.029722925961647734,114397.72707100592
115,Level9,TX_1,HOBBIES_1,0.007674368214820458,4268.728550295858
116,Level9,TX_1,HOBBIES_2,0.0007273730201074939,106.6819526627219
117,Level9,TX_1,HOUSEHOLD_1,0.02091781029985106,17060.015532544377
118,Level9,TX_1,HOUSEHOLD_2,0.0060673028980487795,1473.780325443787
